registration_id,student_id,section_id,term_id,school_id,program_id,course_code,section_number,registration_date,registration_status,credit_hours,grade_mode,student_type,residency_status,admit_school_id,admit_program_id,modality,capacity
REG000165,STU00018,SEC00252,2025FA,SCH06,PRG0603,0603-200,02,2025-08-04,Dropped,0.0,Letter,Graduate,In State,SCH06,PRG0603,Online,35
REG000166,STU00018,SEC00251,2025FA,SCH06,PRG0603,0603-150,01,2025-07-24,Registered,3.0,Pass Fail,Graduate,In State,SCH06,PRG0603,Hybrid,33
REG000167,STU00018,SEC00180,2025SU,SCH06,PRG0603,0603-200,02,2025-04-17,Registered,3.0,Audit,Graduate,In State,SCH06,PRG0603,Online,34
REG000168,STU00018,SEC00179,2025SU,SCH06,PRG0603,0603-150,01,2025-04-15,Registered,3.0,Audit,Graduate,In State,SCH06,PRG0603,Hybrid,38
REG000169,STU00018,SEC00107,2025WI,SCH06,PRG0603,0603-150,01,2025-01-03,Registered,3.0,Pass Fail,Graduate,In State,SCH06,PRG0603,In Person,31
REG000170,STU00018,SEC00108,2025WI,SCH06,PRG0603,0603-200,02,2024-12-30,Registered,3.0,Letter,Graduate,In State,SCH06,PRG0603,In Person,32
REG000171,STU00018,SEC00395,2026SU,SCH06,PRG0603,0603-150,01,2026-04-08,Dropped,0.0,Pass Fail,Graduate,In State,SCH06,PRG0603,Hybrid,42
REG000172,STU00018,SEC00396,2026SU,SCH06,PRG0603,0603-200,02,2026-04-27,Registered,3.0,Pass Fail,Graduate,In State,SCH06,PRG0603,Hybrid,30
REG000173,STU00018,SEC00323,2026WI,SCH06,PRG0603,0603-150,01,2025-12-09,Registered,3.0,Pass Fail,Graduate,In State,SCH06,PRG0603,Online,37
REG000174,STU00018,SEC00324,2026WI,SCH06,PRG0603,0603-200,02,2025-12-11,Registered,3.0,Pass Fail,Graduate,In State,SCH06,PRG0603,Hybrid,28
REG000175,STU00019,SEC00037,2024FA,SCH07,PRG0701,0701-150,01,2024-08-11,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,Hybrid,41
REG000176,STU00019,SEC00038,2024FA,SCH07,PRG0701,0701-200,02,2024-07-24,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,In Person,42
REG000177,STU00019,SEC00254,2025FA,SCH07,PRG0701,0701-200,02,2025-07-27,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,In Person,25
REG000178,STU00019,SEC00253,2025FA,SCH07,PRG0701,0701-150,01,2025-08-13,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,In Person,26
REG000179,STU00019,SEC00181,2025SU,SCH07,PRG0701,0701-150,01,2025-04-12,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,Hybrid,40
REG000180,STU00019,SEC00182,2025SU,SCH07,PRG0701,0701-200,02,2025-05-04,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,Hybrid,41
REG000181,STU00019,SEC00109,2025WI,SCH07,PRG0701,0701-150,01,2024-12-19,Dropped,0.0,Audit,First Time,Out of State,SCH07,PRG0701,Online,28
REG000182,STU00019,SEC00110,2025WI,SCH07,PRG0701,0701-200,02,2024-12-23,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0701,Hybrid,28
REG000183,STU00019,SEC00398,2026SU,SCH07,PRG0701,0701-200,02,2026-04-06,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0701,In Person,34
REG000184,STU00019,SEC00397,2026SU,SCH07,PRG0701,0701-150,01,2026-04-08,Withdrawn,3.0,Audit,First Time,Out of State,SCH07,PRG0701,In Person,24
REG000185,STU00019,SEC00326,2026WI,SCH07,PRG0701,0701-200,02,2025-12-08,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0701,In Person,25
REG000186,STU00019,SEC00325,2026WI,SCH07,PRG0701,0701-150,01,2025-12-09,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0701,In Person,36
REG000187,STU00020,SEC00040,2024FA,SCH07,PRG0702,0702-200,02,2024-08-13,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0702,In Person,26
REG000188,STU00020,SEC00039,2024FA,SCH07,PRG0702,0702-150,01,2024-08-17,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,Online,26
REG000189,STU00020,SEC00255,2025FA,SCH07,PRG0702,0702-150,01,2025-08-16,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,In Person,25
REG000190,STU00020,SEC00256,2025FA,SCH07,PRG0702,0702-200,02,2025-07-28,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,In Person,36
REG000191,STU00020,SEC00183,2025SU,SCH07,PRG0702,0702-150,01,2025-04-10,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,Hybrid,36
REG000192,STU00020,SEC00184,2025SU,SCH07,PRG0702,0702-200,02,2025-04-27,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0702,Hybrid,41
REG000193,STU00020,SEC00111,2025WI,SCH07,PRG0702,0702-150,01,2025-01-03,Registered,3.0,Pass Fail,First Time,Out of State,SCH07,PRG0702,In Person,26
REG000194,STU00020,SEC00112,2025WI,SCH07,PRG0702,0702-200,02,2024-12-31,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0702,Online,40
REG000195,STU00020,SEC00399,2026SU,SCH07,PRG0702,0702-150,01,2026-04-28,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0702,Hybrid,37
REG000196,STU00020,SEC00400,2026SU,SCH07,PRG0702,0702-200,02,2026-04-22,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,Online,29
REG000197,STU00020,SEC00328,2026WI,SCH07,PRG0702,0702-200,02,2025-12-09,Registered,3.0,Letter,First Time,Out of State,SCH07,PRG0702,In Person,32
REG000198,STU00020,SEC00327,2026WI,SCH07,PRG0702,0702-150,01,2025-12-25,Registered,3.0,Audit,First Time,Out of State,SCH07,PRG0702,In Person,30
REG000199,STU00021,SEC00185,2025SU,SCH07,PRG0703,0703-150,01,2025-04-27,Registered,3.0,Letter,Transfer,Out of State,SCH07,PRG0703,In Person,36
REG000200,STU00021,SEC00186,2025SU,SCH07,PRG0703,0703-200,02,2025-05-01,Registered,3.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,In Person,42
REG000201,STU00021,SEC00114,2025WI,SCH07,PRG0703,0703-200,02,2024-12-13,Withdrawn,3.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,Hybrid,26
REG000202,STU00021,SEC00113,2025WI,SCH07,PRG0703,0703-150,01,2024-12-09,Dropped,0.0,Pass Fail,Transfer,Out of State,SCH07,PRG0703,Hybrid,26
REG000203,STU00021,SEC00329,2026WI,SCH07,PRG0703,0703-150,01,2025-12-28,Registered,3.0,Audit,Transfer,Out of State,SCH07,PRG0703,In Person,40
REG000204,STU00021,SEC00330,2026WI,SCH07,PRG0703,0703-200,02,2025-12-20,Registered,3.0,Audit,Transfer,Out of State,SCH07,PRG0703,Online,38
REG000205,STU00022,SEC00187,2025SU,SCH08,PRG0801,0801-150,01,2025-04-20,Registered,3.0,Audit,First Time,International,SCH08,PRG0801,Hybrid,34
REG000206,STU00022,SEC00188,2025SU,SCH08,PRG0801,0801-200,02,2025-04-12,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0801,Online,41
REG000207,STU00022,SEC00116,2025WI,SCH08,PRG0801,0801-200,02,2025-01-05,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0801,Online,34
REG000208,STU00022,SEC00115,2025WI,SCH08,PRG0801,0801-150,01,2024-12-15,Registered,3.0,Audit,First Time,International,SCH08,PRG0801,Online,28
REG000209,STU00022,SEC00404,2026SU,SCH08,PRG0801,0801-200,02,2026-04-12,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0801,Online,29
REG000210,STU00022,SEC00403,2026SU,SCH08,PRG0801,0801-150,01,2026-04-29,Registered,3.0,Letter,First Time,International,SCH08,PRG0801,Hybrid,35
REG000211,STU00022,SEC00332,2026WI,SCH08,PRG0801,0801-200,02,2025-12-10,Registered,3.0,Audit,First Time,International,SCH08,PRG0801,In Person,27
REG000212,STU00022,SEC00331,2026WI,SCH08,PRG0801,0801-150,01,2025-12-29,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0801,Online,33
REG000213,STU00023,SEC00262,2025FA,SCH08,PRG0802,0802-200,02,2025-08-12,Registered,3.0,Letter,Continuing,International,SCH08,PRG0802,Hybrid,24
REG000214,STU00023,SEC00261,2025FA,SCH08,PRG0802,0802-150,01,2025-08-12,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0802,Online,38
REG000215,STU00023,SEC00189,2025SU,SCH08,PRG0802,0802-150,01,2025-04-23,Registered,3.0,Letter,Continuing,International,SCH08,PRG0802,Hybrid,40
REG000216,STU00023,SEC00190,2025SU,SCH08,PRG0802,0802-200,02,2025-04-24,Registered,3.0,Letter,Continuing,International,SCH08,PRG0802,Hybrid,29
REG000217,STU00023,SEC00117,2025WI,SCH08,PRG0802,0802-150,01,2024-12-17,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0802,Hybrid,37
REG000218,STU00023,SEC00118,2025WI,SCH08,PRG0802,0802-200,02,2024-12-12,Registered,3.0,Letter,Continuing,International,SCH08,PRG0802,Online,38
REG000219,STU00023,SEC00405,2026SU,SCH08,PRG0802,0802-150,01,2026-04-30,Dropped,0.0,Pass Fail,Continuing,International,SCH08,PRG0802,Hybrid,25
REG000220,STU00023,SEC00406,2026SU,SCH08,PRG0802,0802-200,02,2026-05-01,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0802,Online,30
REG000221,STU00023,SEC00333,2026WI,SCH08,PRG0802,0802-150,01,2025-12-25,Registered,3.0,Audit,Continuing,International,SCH08,PRG0802,Online,29
REG000222,STU00023,SEC00334,2026WI,SCH08,PRG0802,0802-200,02,2025-12-29,Registered,3.0,Pass Fail,Continuing,International,SCH08,PRG0802,Online,42
REG000223,STU00024,SEC00264,2025FA,SCH08,PRG0803,0803-200,02,2025-07-25,Registered,3.0,Audit,First Time,International,SCH08,PRG0803,In Person,32
REG000224,STU00024,SEC00263,2025FA,SCH08,PRG0803,0803-150,01,2025-08-05,Withdrawn,3.0,Audit,First Time,International,SCH08,PRG0803,Online,37
REG000225,STU00024,SEC00191,2025SU,SCH08,PRG0803,0803-150,01,2025-05-02,Registered,3.0,Audit,First Time,International,SCH08,PRG0803,Online,36
REG000226,STU00024,SEC00192,2025SU,SCH08,PRG0803,0803-200,02,2025-04-08,Registered,3.0,Audit,First Time,International,SCH08,PRG0803,Online,30
REG000227,STU00024,SEC00119,2025WI,SCH08,PRG0803,0803-150,01,2024-12-10,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0803,Hybrid,28
REG000228,STU00024,SEC00120,2025WI,SCH08,PRG0803,0803-200,02,2024-12-30,Registered,3.0,Pass Fail,First Time,International,SCH08,PRG0803,Hybrid,36
REG000229,STU00024,SEC00335,2026WI,SCH08,PRG0803,0803-150,01,2025-12-15,Registered,3.0,Letter,First Time,International,SCH08,PRG0803,Hybrid,24
REG000230,STU00024,SEC00336,2026WI,SCH08,PRG0803,0803-200,02,2025-12-08,Registered,3.0,Audit,First Time,International,SCH08,PRG0803,Online,38
REG000231,STU00025,SEC00050,2024FA,SCH09,PRG0901,0901-200,02,2024-08-10,Registered,3.0,Letter,Continuing,In State,SCH09,PRG0901,Online,26
REG000232,STU00025,SEC00049,2024FA,SCH09,PRG0901,0901-150,01,2024-08-13,Withdrawn,3.0,Pass Fail,Continuing,In State,SCH09,PRG0901,In Person,31
REG000233,STU00025,SEC00265,2025FA,SCH09,PRG0901,0901-150,01,2025-07-28,Registered,3.0,Audit,Continuing,In State,SCH09,PRG0901,In Person,40
REG000234,STU00025,SEC00266,2025FA,SCH09,PRG0901,0901-200,02,2025-08-13,Registered,3.0,Audit,Continuing,In State,SCH09,PRG0901,In Person,42
REG000235,STU00025,SEC00193,2025SU,SCH09,PRG0901,0901-150,01,2025-04-23,Registered,3.0,Pass Fail,Continuing,In State,SCH09,PRG0901,Online,30
REG000236,STU00025,SEC00194,2025SU,SCH09,PRG0901,0901-200,02,2025-04-15,Registered,3.0,Audit,Continuing,In State,SCH09,PRG0901,Hybrid,25
REG000237,STU00026,SEC00051,2024FA,SCH09,PRG0902,0902-150,01,2024-08-09,Registered,3.0,Pass Fail,Graduate,Out of State,SCH09,PRG0902,Hybrid,31
REG000238,STU00026,SEC00052,2024FA,SCH09,PRG0902,0902-200,02,2024-08-10,Registered,3.0,Pass Fail,Graduate,Out of State,SCH09,PRG0902,Online,35
REG000239,STU00026,SEC00267,2025FA,SCH09,PRG0902,0902-150,01,2025-08-02,Registered,3.0,Letter,Graduate,Out of State,SCH09,PRG0902,In Person,37
REG000240,STU00026,SEC00268,2025FA,SCH09,PRG0902,0902-200,02,2025-07-31,Registered,3.0,Letter,Graduate,Out of State,SCH09,PRG0902,Hybrid,25
REG000241,STU00026,SEC00195,2025SU,SCH09,PRG0902,0902-150,01,2025-04-24,Dropped,0.0,Pass Fail,Graduate,Out of State,SCH09,PRG0902,Hybrid,24
REG000242,STU00026,SEC00196,2025SU,SCH09,PRG0902,0902-200,02,2025-04-25,Registered,3.0,Letter,Graduate,Out of State,SCH09,PRG0902,In Person,34
REG000243,STU00026,SEC00123,2025WI,SCH09,PRG0902,0902-150,01,2024-12-18,Registered,3.0,Letter,Graduate,Out of State,SCH09,PRG0902,Hybrid,34
REG000244,STU00026,SEC00124,2025WI,SCH09,PRG0902,0902-200,02,2025-01-05,Registered,3.0,Pass Fail,Graduate,Out of State,SCH09,PRG0902,Online,42
REG000245,STU00026,SEC00412,2026SU,SCH09,PRG0902,0902-200,02,2026-04-10,Registered,3.0,Audit,Graduate,Out of State,SCH09,PRG0902,Hybrid,37
REG000246,STU00026,SEC00411,2026SU,SCH09,PRG0902,0902-150,01,2026-04-26,Registered,3.0,Letter,Graduate,Out of State,SCH09,PRG0902,Online,31
REG000247,STU00026,SEC00339,2026WI,SCH09,PRG0902,0902-150,01,2025-12-24,Registered,3.0,Audit,Graduate,Out of State,SCH09,PRG0902,Hybrid,37
REG000248,STU00026,SEC00340,2026WI,SCH09,PRG0902,0902-200,02,2025-12-21,Registered,3.0,Pass Fail,Graduate,Out of State,SCH09,PRG0902,In Person,27
REG000249,STU00027,SEC00054,2024FA,SCH09,PRG0903,0903-200,02,2024-08-01,Registered,3.0,Audit,First Time,International,SCH09,PRG0903,Hybrid,35
REG000250,STU00027,SEC00053,2024FA,SCH09,PRG0903,0903-150,01,2024-08-11,Registered,3.0,Letter,First Time,International,SCH09,PRG0903,In Person,37
REG000251,STU00027,SEC00270,2025FA,SCH09,PRG0903,0903-200,02,2025-07-26,Registered,3.0,Audit,First Time,International,SCH09,PRG0903,Hybrid,42
REG000252,STU00027,SEC00269,2025FA,SCH09,PRG0903,0903-150,01,2025-08-16,Dropped,0.0,Letter,First Time,International,SCH09,PRG0903,Hybrid,42
REG000253,STU00027,SEC00198,2025SU,SCH09,PRG0903,0903-200,02,2025-04-20,Registered,3.0,Audit,First Time,International,SCH09,PRG0903,In Person,27
REG000254,STU00027,SEC00197,2025SU,SCH09,PRG0903,0903-150,01,2025-04-23,Registered,3.0,Audit,First Time,International,SCH09,PRG0903,In Person,31
REG000255,STU00027,SEC00126,2025WI,SCH09,PRG0903,0903-200,02,2024-12-26,Registered,3.0,Pass Fail,First Time,International,SCH09,PRG0903,Hybrid,33
REG000256,STU00027,SEC00125,2025WI,SCH09,PRG0903,0903-150,01,2024-12-18,Registered,3.0,Pass Fail,First Time,International,SCH09,PRG0903,In Person,41
REG000257,STU00027,SEC00341,2026WI,SCH09,PRG0903,0903-150,01,2025-12-10,Registered,3.0,Pass Fail,First Time,International,SCH09,PRG0903,Hybrid,42
REG000258,STU00027,SEC00342,2026WI,SCH09,PRG0903,0903-200,02,2025-12-20,Registered,3.0,Letter,First Time,International,SCH09,PRG0903,In Person,34
REG000259,STU00028,SEC00056,2024FA,SCH10,PRG1001,1001-200,02,2024-08-02,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Hybrid,40
REG000260,STU00028,SEC00055,2024FA,SCH10,PRG1001,1001-150,01,2024-07-23,Registered,3.0,Audit,Transfer,International,SCH10,PRG1001,Hybrid,40
REG000261,STU00028,SEC00272,2025FA,SCH10,PRG1001,1001-200,02,2025-08-02,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,In Person,30
REG000262,STU00028,SEC00271,2025FA,SCH10,PRG1001,1001-150,01,2025-07-22,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Hybrid,41
REG000263,STU00028,SEC00199,2025SU,SCH10,PRG1001,1001-150,01,2025-04-22,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Hybrid,37
REG000264,STU00028,SEC00200,2025SU,SCH10,PRG1001,1001-200,02,2025-04-22,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Hybrid,40
REG000265,STU00028,SEC00127,2025WI,SCH10,PRG1001,1001-150,01,2024-12-26,Withdrawn,3.0,Letter,Transfer,International,SCH10,PRG1001,Hybrid,42
REG000266,STU00028,SEC00128,2025WI,SCH10,PRG1001,1001-200,02,2024-12-21,Dropped,0.0,Letter,Transfer,International,SCH10,PRG1001,In Person,38
REG000267,STU00028,SEC00415,2026SU,SCH10,PRG1001,1001-150,01,2026-04-21,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,In Person,26
REG000268,STU00028,SEC00416,2026SU,SCH10,PRG1001,1001-200,02,2026-04-10,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Online,32
REG000269,STU00028,SEC00343,2026WI,SCH10,PRG1001,1001-150,01,2025-12-25,Registered,3.0,Letter,Transfer,International,SCH10,PRG1001,Online,26
REG000270,STU00028,SEC00344,2026WI,SCH10,PRG1001,1001-200,02,2025-12-16,Registered,3.0,Audit,Transfer,International,SCH10,PRG1001,Hybrid,32
REG000271,STU00029,SEC00057,2024FA,SCH10,PRG1002,1002-150,01,2024-08-11,Registered,3.0,Pass Fail,Continuing,In State,SCH10,PRG1002,Hybrid,35
REG000272,STU00029,SEC00058,2024FA,SCH10,PRG1002,1002-200,02,2024-07-26,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1002,Online,35
REG000273,STU00029,SEC00274,2025FA,SCH10,PRG1002,1002-200,02,2025-08-14,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1002,In Person,34
REG000274,STU00029,SEC00273,2025FA,SCH10,PRG1002,1002-150,01,2025-08-13,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1002,Hybrid,25
REG000275,STU00029,SEC00418,2026SU,SCH10,PRG1002,1002-200,02,2026-04-25,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1002,Online,25
REG000276,STU00029,SEC00417,2026SU,SCH10,PRG1002,1002-150,01,2026-04-24,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1002,Hybrid,25
REG000277,STU00029,SEC00345,2026WI,SCH10,PRG1002,1002-150,01,2025-12-23,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1002,Online,35
REG000278,STU00029,SEC00346,2026WI,SCH10,PRG1002,1002-200,02,2025-12-18,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1002,Hybrid,29
REG000279,STU00030,SEC00060,2024FA,SCH10,PRG1003,1003-200,02,2024-08-06,Dropped,0.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,24
REG000280,STU00030,SEC00059,2024FA,SCH10,PRG1003,1003-150,01,2024-08-11,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,28
REG000281,STU00030,SEC00276,2025FA,SCH10,PRG1003,1003-200,02,2025-08-01,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,In Person,25
REG000282,STU00030,SEC00275,2025FA,SCH10,PRG1003,1003-150,01,2025-08-10,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,Hybrid,34
REG000283,STU00030,SEC00203,2025SU,SCH10,PRG1003,1003-150,01,2025-04-12,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,Hybrid,40
REG000284,STU00030,SEC00204,2025SU,SCH10,PRG1003,1003-200,02,2025-05-03,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Online,31
REG000285,STU00030,SEC00131,2025WI,SCH10,PRG1003,1003-150,01,2025-01-02,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,36
REG000286,STU00030,SEC00132,2025WI,SCH10,PRG1003,1003-200,02,2024-12-14,Withdrawn,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Hybrid,37
REG000287,STU00030,SEC00420,2026SU,SCH10,PRG1003,1003-200,02,2026-04-19,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,29
REG000288,STU00030,SEC00419,2026SU,SCH10,PRG1003,1003-150,01,2026-04-06,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,30
REG000289,STU00030,SEC00347,2026WI,SCH10,PRG1003,1003-150,01,2025-12-20,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,Online,34
REG000290,STU00030,SEC00348,2026WI,SCH10,PRG1003,1003-200,02,2025-12-29,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,Online,34
REG000291,STU00031,SEC00205,2025SU,SCH11,PRG1101,1101-150,01,2025-04-30,Registered,3.0,Audit,Continuing,Out of State,SCH11,PRG1101,Hybrid,27
REG000292,STU00031,SEC00206,2025SU,SCH11,PRG1101,1101-200,02,2025-05-01,Registered,3.0,Pass Fail,Continuing,Out of State,SCH11,PRG1101,In Person,37
REG000293,STU00031,SEC00133,2025WI,SCH11,PRG1101,1101-150,01,2024-12-09,Registered,3.0,Pass Fail,Continuing,Out of State,SCH11,PRG1101,Online,31
REG000294,STU00031,SEC00134,2025WI,SCH11,PRG1101,1101-200,02,2025-01-04,Registered,3.0,Audit,Continuing,Out of State,SCH11,PRG1101,Hybrid,41
REG000295,STU00031,SEC00422,2026SU,SCH11,PRG1101,1101-200,02,2026-04-08,Registered,3.0,Pass Fail,Continuing,Out of State,SCH11,PRG1101,In Person,33
REG000296,STU00031,SEC00421,2026SU,SCH11,PRG1101,1101-150,01,2026-04-07,Registered,3.0,Audit,Continuing,Out of State,SCH11,PRG1101,In Person,27
REG000297,STU00031,SEC00350,2026WI,SCH11,PRG1101,1101-200,02,2025-12-16,Registered,3.0,Letter,Continuing,Out of State,SCH11,PRG1101,Online,25
REG000298,STU00031,SEC00349,2026WI,SCH11,PRG1101,1101-150,01,2025-12-22,Registered,3.0,Letter,Continuing,Out of State,SCH11,PRG1101,Online,34
REG000299,STU00032,SEC00063,2024FA,SCH11,PRG1102,1102-150,01,2024-07-28,Registered,3.0,Audit,First Time,International,SCH11,PRG1102,Hybrid,42
REG000300,STU00032,SEC00064,2024FA,SCH11,PRG1102,1102-200,02,2024-07-29,Registered,3.0,Audit,First Time,International,SCH11,PRG1102,Hybrid,38
REG000301,STU00032,SEC00207,2025SU,SCH11,PRG1102,1102-150,01,2025-04-20,Withdrawn,3.0,Pass Fail,First Time,International,SCH11,PRG1102,Hybrid,27
REG000302,STU00032,SEC00208,2025SU,SCH11,PRG1102,1102-200,02,2025-04-22,Registered,3.0,Pass Fail,First Time,International,SCH11,PRG1102,Hybrid,37
REG000303,STU00032,SEC00135,2025WI,SCH11,PRG1102,1102-150,01,2024-12-17,Registered,3.0,Letter,First Time,International,SCH11,PRG1102,In Person,24
REG000304,STU00032,SEC00136,2025WI,SCH11,PRG1102,1102-200,02,2024-12-21,Registered,3.0,Audit,First Time,International,SCH11,PRG1102,Online,29
REG000305,STU00032,SEC00423,2026SU,SCH11,PRG1102,1102-150,01,2026-05-01,Registered,3.0,Pass Fail,First Time,International,SCH11,PRG1102,Online,38
REG000306,STU00032,SEC00424,2026SU,SCH11,PRG1102,1102-200,02,2026-05-01,Registered,3.0,Audit,First Time,International,SCH11,PRG1102,In Person,26
REG000307,STU00032,SEC00352,2026WI,SCH11,PRG1102,1102-200,02,2025-12-17,Registered,3.0,Pass Fail,First Time,International,SCH11,PRG1102,Online,41
REG000308,STU00032,SEC00351,2026WI,SCH11,PRG1102,1102-150,01,2025-12-28,Registered,3.0,Pass Fail,First Time,International,SCH11,PRG1102,Online,32
REG000309,STU00033,SEC00066,2024FA,SCH11,PRG1103,1103-200,02,2024-08-06,Registered,3.0,Letter,Transfer,International,SCH11,PRG1103,Online,27
REG000310,STU00033,SEC00065,2024FA,SCH11,PRG1103,1103-150,01,2024-07-30,Registered,3.0,Letter,Transfer,International,SCH11,PRG1103,Hybrid,24
REG000311,STU00033,SEC00281,2025FA,SCH11,PRG1103,1103-150,01,2025-08-07,Registered,3.0,Letter,Transfer,International,SCH11,PRG1103,In Person,42
REG000312,STU00033,SEC00282,2025FA,SCH11,PRG1103,1103-200,02,2025-08-08,Registered,3.0,Letter,Transfer,International,SCH11,PRG1103,Online,39
REG000313,STU00033,SEC00210,2025SU,SCH11,PRG1103,1103-200,02,2025-04-25,Registered,3.0,Pass Fail,Transfer,International,SCH11,PRG1103,Hybrid,29
REG000314,STU00033,SEC00209,2025SU,SCH11,PRG1103,1103-150,01,2025-05-02,Registered,3.0,Audit,Transfer,International,SCH11,PRG1103,Online,36
REG000315,STU00033,SEC00137,2025WI,SCH11,PRG1103,1103-150,01,2024-12-16,Registered,3.0,Pass Fail,Transfer,International,SCH11,PRG1103,In Person,37
REG000316,STU00033,SEC00138,2025WI,SCH11,PRG1103,1103-200,02,2024-12-16,Registered,3.0,Audit,Transfer,International,SCH11,PRG1103,Online,24
