registration_id,student_id,section_id,term_id,registration_date,registration_status,credit_hours,grade_mode
REG001352,STU00149,SEC00370,2026SU,2026-05-03,Registered,3.0,Letter
REG001353,STU00150,SEC00012,2024FA,2024-08-14,Registered,3.0,Pass Fail
REG001354,STU00150,SEC00011,2024FA,2024-08-03,Registered,3.0,Audit
REG001355,STU00150,SEC00228,2025FA,2025-08-10,Registered,3.0,Pass Fail
REG001356,STU00150,SEC00227,2025FA,2025-07-21,Registered,3.0,Audit
REG001357,STU00150,SEC00156,2025SU,2025-05-02,Registered,3.0,Letter
REG001358,STU00150,SEC00155,2025SU,2025-04-16,Registered,3.0,Pass Fail
REG001359,STU00150,SEC00372,2026SU,2026-04-11,Registered,3.0,Audit
REG001360,STU00150,SEC00371,2026SU,2026-04-10,Registered,3.0,Audit
REG001361,STU00151,SEC00229,2025FA,2025-07-21,Registered,3.0,Pass Fail
REG001362,STU00151,SEC00230,2025FA,2025-07-30,Registered,3.0,Audit
REG001363,STU00151,SEC00374,2026SU,2026-04-26,Dropped,0.0,Pass Fail
REG001364,STU00151,SEC00373,2026SU,2026-04-13,Registered,3.0,Letter
REG001365,STU00151,SEC00301,2026WI,2025-12-12,Registered,3.0,Letter
REG001366,STU00151,SEC00302,2026WI,2025-12-11,Registered,3.0,Letter
REG001367,STU00152,SEC00015,2024FA,2024-08-11,Withdrawn,3.0,Audit
REG001368,STU00152,SEC00016,2024FA,2024-08-13,Registered,3.0,Audit
REG001369,STU00152,SEC00232,2025FA,2025-08-02,Registered,3.0,Audit
REG001370,STU00152,SEC00231,2025FA,2025-07-24,Registered,3.0,Pass Fail
REG001371,STU00152,SEC00159,2025SU,2025-04-24,Registered,3.0,Pass Fail
REG001372,STU00152,SEC00160,2025SU,2025-04-08,Registered,3.0,Pass Fail
REG001373,STU00152,SEC00376,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG001374,STU00152,SEC00375,2026SU,2026-04-19,Registered,3.0,Letter
REG001375,STU00152,SEC00303,2026WI,2026-01-04,Registered,3.0,Letter
REG001376,STU00152,SEC00304,2026WI,2026-01-02,Registered,3.0,Audit
REG001377,STU00153,SEC00017,2024FA,2024-08-01,Registered,3.0,Letter
REG001378,STU00153,SEC00018,2024FA,2024-08-03,Registered,3.0,Audit
REG001379,STU00153,SEC00234,2025FA,2025-08-01,Registered,3.0,Audit
REG001380,STU00153,SEC00233,2025FA,2025-07-27,Withdrawn,3.0,Letter
REG001381,STU00153,SEC00161,2025SU,2025-04-20,Registered,3.0,Letter
REG001382,STU00153,SEC00162,2025SU,2025-04-18,Registered,3.0,Letter
REG001383,STU00153,SEC00089,2025WI,2024-12-10,Registered,3.0,Pass Fail
REG001384,STU00153,SEC00090,2025WI,2024-12-22,Registered,3.0,Letter
REG001385,STU00153,SEC00378,2026SU,2026-05-02,Registered,3.0,Audit
REG001386,STU00153,SEC00377,2026SU,2026-04-19,Registered,3.0,Audit
REG001387,STU00153,SEC00306,2026WI,2025-12-28,Registered,3.0,Letter
REG001388,STU00153,SEC00305,2026WI,2025-12-27,Registered,3.0,Audit
REG001389,STU00154,SEC00163,2025SU,2025-04-14,Registered,3.0,Audit
REG001390,STU00154,SEC00164,2025SU,2025-04-20,Registered,3.0,Letter
REG001391,STU00154,SEC00092,2025WI,2024-12-13,Registered,3.0,Pass Fail
REG001392,STU00154,SEC00091,2025WI,2025-01-05,Dropped,0.0,Audit
REG001393,STU00154,SEC00380,2026SU,2026-04-12,Registered,3.0,Audit
REG001394,STU00154,SEC00379,2026SU,2026-04-14,Registered,3.0,Pass Fail
REG001395,STU00154,SEC00308,2026WI,2025-12-12,Registered,3.0,Audit
REG001396,STU00154,SEC00307,2026WI,2025-12-08,Registered,3.0,Letter
REG001397,STU00155,SEC00021,2024FA,2024-07-30,Registered,3.0,Letter
REG001398,STU00155,SEC00022,2024FA,2024-08-11,Registered,3.0,Letter
REG001399,STU00155,SEC00237,2025FA,2025-08-15,Registered,3.0,Audit
REG001400,STU00155,SEC00238,2025FA,2025-08-03,Registered,3.0,Audit
REG001401,STU00155,SEC00166,2025SU,2025-04-15,Withdrawn,3.0,Letter
REG001402,STU00155,SEC00165,2025SU,2025-04-25,Registered,3.0,Audit
REG001403,STU00156,SEC00023,2024FA,2024-08-11,Registered,3.0,Letter
REG001404,STU00156,SEC00024,2024FA,2024-08-18,Registered,3.0,Audit
REG001405,STU00156,SEC00240,2025FA,2025-07-23,Registered,3.0,Letter
REG001406,STU00156,SEC00239,2025FA,2025-08-08,Registered,3.0,Audit
REG001407,STU00156,SEC00168,2025SU,2025-05-03,Registered,3.0,Audit
REG001408,STU00156,SEC00167,2025SU,2025-04-28,Registered,3.0,Audit
REG001409,STU00156,SEC00096,2025WI,2024-12-31,Registered,3.0,Pass Fail
REG001410,STU00156,SEC00095,2025WI,2024-12-15,Dropped,0.0,Letter
REG001411,STU00157,SEC00025,2024FA,2024-08-02,Registered,3.0,Pass Fail
REG001412,STU00157,SEC00026,2024FA,2024-07-25,Registered,3.0,Letter
REG001413,STU00157,SEC00097,2025WI,2024-12-29,Registered,3.0,Pass Fail
REG001414,STU00157,SEC00098,2025WI,2024-12-20,Registered,3.0,Letter
REG001415,STU00157,SEC00313,2026WI,2025-12-22,Withdrawn,3.0,Pass Fail
REG001416,STU00157,SEC00314,2026WI,2025-12-30,Registered,3.0,Audit
REG001417,STU00158,SEC00027,2024FA,2024-08-14,Registered,3.0,Letter
REG001418,STU00158,SEC00028,2024FA,2024-07-30,Withdrawn,3.0,Audit
REG001419,STU00158,SEC00243,2025FA,2025-08-15,Registered,3.0,Pass Fail
REG001420,STU00158,SEC00244,2025FA,2025-08-16,Registered,3.0,Pass Fail
REG001421,STU00158,SEC00171,2025SU,2025-04-13,Registered,3.0,Letter
REG001422,STU00158,SEC00172,2025SU,2025-04-09,Registered,3.0,Letter
REG001423,STU00158,SEC00100,2025WI,2024-12-27,Registered,3.0,Audit
REG001424,STU00158,SEC00099,2025WI,2024-12-25,Registered,3.0,Pass Fail
REG001425,STU00158,SEC00315,2026WI,2025-12-16,Registered,3.0,Pass Fail
REG001426,STU00158,SEC00316,2026WI,2025-12-22,Registered,3.0,Audit
REG001427,STU00159,SEC00174,2025SU,2025-04-18,Registered,3.0,Letter
REG001428,STU00159,SEC00173,2025SU,2025-05-03,Registered,3.0,Letter
REG001429,STU00159,SEC00102,2025WI,2025-01-03,Registered,3.0,Pass Fail
REG001430,STU00159,SEC00101,2025WI,2025-01-04,Registered,3.0,Audit
REG001431,STU00159,SEC00390,2026SU,2026-05-03,Registered,3.0,Letter
REG001432,STU00159,SEC00389,2026SU,2026-04-13,Registered,3.0,Letter
REG001433,STU00159,SEC00318,2026WI,2026-01-02,Registered,3.0,Letter
REG001434,STU00159,SEC00317,2026WI,2025-12-27,Registered,3.0,Audit
REG001435,STU00160,SEC00248,2025FA,2025-08-16,Registered,3.0,Audit
REG001436,STU00160,SEC00247,2025FA,2025-07-21,Registered,3.0,Audit
REG001437,STU00160,SEC00176,2025SU,2025-04-07,Registered,3.0,Audit
REG001438,STU00160,SEC00175,2025SU,2025-04-13,Registered,3.0,Pass Fail
REG001439,STU00160,SEC00104,2025WI,2025-01-03,Registered,3.0,Pass Fail
REG001440,STU00160,SEC00103,2025WI,2024-12-09,Registered,3.0,Audit
REG001441,STU00160,SEC00392,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG001442,STU00160,SEC00391,2026SU,2026-04-18,Dropped,0.0,Audit
REG001443,STU00160,SEC00319,2026WI,2025-12-16,Registered,3.0,Pass Fail
REG001444,STU00160,SEC00320,2026WI,2025-12-11,Registered,3.0,Letter
REG001445,STU00161,SEC00033,2024FA,2024-08-17,Registered,3.0,Pass Fail
REG001446,STU00161,SEC00034,2024FA,2024-07-30,Registered,3.0,Audit
REG001447,STU00161,SEC00249,2025FA,2025-08-10,Registered,3.0,Audit
REG001448,STU00161,SEC00250,2025FA,2025-08-16,Registered,3.0,Pass Fail
REG001449,STU00161,SEC00394,2026SU,2026-04-16,Registered,3.0,Letter
REG001450,STU00161,SEC00393,2026SU,2026-04-14,Registered,3.0,Letter
REG001451,STU00162,SEC00036,2024FA,2024-08-03,Registered,3.0,Letter
REG001452,STU00162,SEC00035,2024FA,2024-08-02,Withdrawn,3.0,Audit
REG001453,STU00162,SEC00252,2025FA,2025-08-05,Registered,3.0,Letter
REG001454,STU00162,SEC00251,2025FA,2025-08-08,Registered,3.0,Audit
REG001455,STU00162,SEC00180,2025SU,2025-04-24,Registered,3.0,Pass Fail
REG001456,STU00162,SEC00179,2025SU,2025-04-14,Registered,3.0,Letter
REG001457,STU00162,SEC00108,2025WI,2024-12-09,Registered,3.0,Audit
REG001458,STU00162,SEC00107,2025WI,2024-12-21,Registered,3.0,Audit
REG001459,STU00162,SEC00396,2026SU,2026-04-13,Registered,3.0,Audit
REG001460,STU00162,SEC00395,2026SU,2026-04-08,Dropped,0.0,Letter
REG001461,STU00162,SEC00324,2026WI,2025-12-27,Withdrawn,3.0,Letter
REG001462,STU00162,SEC00323,2026WI,2025-12-27,Registered,3.0,Pass Fail
REG001463,STU00163,SEC00038,2024FA,2024-07-26,Registered,3.0,Letter
REG001464,STU00163,SEC00037,2024FA,2024-08-10,Registered,3.0,Letter
REG001465,STU00163,SEC00253,2025FA,2025-08-17,Registered,3.0,Pass Fail
REG001466,STU00163,SEC00254,2025FA,2025-08-04,Registered,3.0,Audit
REG001467,STU00163,SEC00181,2025SU,2025-05-01,Registered,3.0,Audit
REG001468,STU00163,SEC00182,2025SU,2025-04-08,Registered,3.0,Pass Fail
REG001469,STU00163,SEC00110,2025WI,2024-12-09,Registered,3.0,Audit
REG001470,STU00163,SEC00109,2025WI,2024-12-14,Registered,3.0,Letter
REG001471,STU00163,SEC00397,2026SU,2026-05-03,Registered,3.0,Audit
REG001472,STU00163,SEC00398,2026SU,2026-04-16,Registered,3.0,Pass Fail
REG001473,STU00163,SEC00325,2026WI,2025-12-22,Registered,3.0,Letter
REG001474,STU00163,SEC00326,2026WI,2025-12-22,Registered,3.0,Letter
REG001475,STU00164,SEC00040,2024FA,2024-08-07,Registered,3.0,Pass Fail
REG001476,STU00164,SEC00039,2024FA,2024-08-14,Registered,3.0,Letter
REG001477,STU00164,SEC00255,2025FA,2025-08-17,Registered,3.0,Letter
REG001478,STU00164,SEC00256,2025FA,2025-08-12,Registered,3.0,Letter
REG001479,STU00164,SEC00183,2025SU,2025-04-08,Withdrawn,3.0,Audit
REG001480,STU00164,SEC00184,2025SU,2025-04-18,Registered,3.0,Pass Fail
REG001481,STU00164,SEC00112,2025WI,2024-12-21,Registered,3.0,Pass Fail
REG001482,STU00164,SEC00111,2025WI,2024-12-31,Registered,3.0,Pass Fail
REG001483,STU00164,SEC00400,2026SU,2026-04-18,Registered,3.0,Letter
REG001484,STU00164,SEC00399,2026SU,2026-04-14,Registered,3.0,Pass Fail
REG001485,STU00164,SEC00328,2026WI,2025-12-14,Registered,3.0,Audit
REG001486,STU00164,SEC00327,2026WI,2025-12-30,Registered,3.0,Audit
REG001487,STU00165,SEC00042,2024FA,2024-07-30,Registered,3.0,Letter
REG001488,STU00165,SEC00041,2024FA,2024-07-24,Registered,3.0,Audit
REG001489,STU00165,SEC00258,2025FA,2025-07-24,Registered,3.0,Letter
REG001490,STU00165,SEC00257,2025FA,2025-08-13,Registered,3.0,Audit
REG001491,STU00165,SEC00185,2025SU,2025-04-26,Registered,3.0,Letter
REG001492,STU00165,SEC00186,2025SU,2025-04-25,Registered,3.0,Audit
REG001493,STU00165,SEC00402,2026SU,2026-04-19,Withdrawn,3.0,Audit
REG001494,STU00165,SEC00401,2026SU,2026-04-09,Registered,3.0,Audit
REG001495,STU00166,SEC00260,2025FA,2025-07-25,Registered,3.0,Audit
REG001496,STU00166,SEC00259,2025FA,2025-08-13,Registered,3.0,Audit
REG001497,STU00166,SEC00188,2025SU,2025-04-15,Registered,3.0,Audit
REG001498,STU00166,SEC00187,2025SU,2025-04-17,Registered,3.0,Letter
REG001499,STU00166,SEC00116,2025WI,2025-01-05,Registered,3.0,Letter
REG001500,STU00166,SEC00115,2025WI,2024-12-21,Registered,3.0,Pass Fail
REG001501,STU00167,SEC00190,2025SU,2025-04-29,Registered,3.0,Pass Fail
REG001502,STU00167,SEC00189,2025SU,2025-04-15,Registered,3.0,Letter
REG001503,STU00167,SEC00406,2026SU,2026-04-14,Registered,3.0,Audit
REG001504,STU00167,SEC00405,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG001505,STU00167,SEC00334,2026WI,2025-12-25,Registered,3.0,Audit
REG001506,STU00167,SEC00333,2026WI,2025-12-24,Registered,3.0,Pass Fail
REG001507,STU00168,SEC00047,2024FA,2024-07-27,Registered,3.0,Letter
REG001508,STU00168,SEC00048,2024FA,2024-08-03,Registered,3.0,Audit
REG001509,STU00168,SEC00264,2025FA,2025-07-28,Registered,3.0,Letter
REG001510,STU00168,SEC00263,2025FA,2025-08-12,Registered,3.0,Pass Fail
REG001511,STU00168,SEC00192,2025SU,2025-04-07,Registered,3.0,Pass Fail
REG001512,STU00168,SEC00191,2025SU,2025-04-21,Registered,3.0,Letter
REG001513,STU00168,SEC00120,2025WI,2025-01-04,Dropped,0.0,Letter
REG001514,STU00168,SEC00119,2025WI,2024-12-09,Registered,3.0,Audit
REG001515,STU00168,SEC00408,2026SU,2026-04-06,Registered,3.0,Pass Fail
REG001516,STU00168,SEC00407,2026SU,2026-04-28,Registered,3.0,Letter
REG001517,STU00168,SEC00336,2026WI,2025-12-15,Registered,3.0,Letter
REG001518,STU00168,SEC00335,2026WI,2025-12-17,Registered,3.0,Letter
REG001519,STU00169,SEC00050,2024FA,2024-08-17,Registered,3.0,Letter
REG001520,STU00169,SEC00049,2024FA,2024-08-03,Registered,3.0,Audit
REG001521,STU00169,SEC00265,2025FA,2025-08-11,Registered,3.0,Audit
REG001522,STU00169,SEC00266,2025FA,2025-07-28,Registered,3.0,Pass Fail
REG001523,STU00169,SEC00193,2025SU,2025-05-02,Dropped,0.0,Letter
REG001524,STU00169,SEC00194,2025SU,2025-04-19,Dropped,0.0,Letter
REG001525,STU00169,SEC00122,2025WI,2024-12-13,Registered,3.0,Letter
REG001526,STU00169,SEC00121,2025WI,2024-12-23,Registered,3.0,Pass Fail
REG001527,STU00169,SEC00410,2026SU,2026-04-10,Registered,3.0,Audit
REG001528,STU00169,SEC00409,2026SU,2026-04-07,Registered,3.0,Letter
REG001529,STU00170,SEC00051,2024FA,2024-07-25,Registered,3.0,Pass Fail
REG001530,STU00170,SEC00052,2024FA,2024-08-08,Registered,3.0,Pass Fail
REG001531,STU00170,SEC00267,2025FA,2025-08-16,Registered,3.0,Audit
REG001532,STU00170,SEC00268,2025FA,2025-07-31,Registered,3.0,Pass Fail
REG001533,STU00170,SEC00196,2025SU,2025-04-25,Registered,3.0,Pass Fail
REG001534,STU00170,SEC00195,2025SU,2025-04-26,Registered,3.0,Pass Fail
REG001535,STU00170,SEC00340,2026WI,2025-12-27,Registered,3.0,Letter
REG001536,STU00170,SEC00339,2026WI,2025-12-25,Withdrawn,3.0,Audit
REG001537,STU00171,SEC00054,2024FA,2024-07-26,Withdrawn,3.0,Pass Fail
REG001538,STU00171,SEC00053,2024FA,2024-08-18,Registered,3.0,Audit
REG001539,STU00171,SEC00270,2025FA,2025-08-04,Registered,3.0,Audit
REG001540,STU00171,SEC00269,2025FA,2025-08-16,Registered,3.0,Audit
REG001541,STU00171,SEC00197,2025SU,2025-04-10,Registered,3.0,Pass Fail
REG001542,STU00171,SEC00198,2025SU,2025-04-19,Registered,3.0,Pass Fail
REG001543,STU00171,SEC00125,2025WI,2024-12-13,Registered,3.0,Letter
REG001544,STU00171,SEC00126,2025WI,2024-12-25,Dropped,0.0,Audit
REG001545,STU00171,SEC00413,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG001546,STU00171,SEC00414,2026SU,2026-04-12,Registered,3.0,Audit
REG001547,STU00171,SEC00341,2026WI,2025-12-23,Registered,3.0,Letter
REG001548,STU00171,SEC00342,2026WI,2025-12-24,Registered,3.0,Letter
REG001549,STU00172,SEC00055,2024FA,2024-08-11,Registered,3.0,Letter
REG001550,STU00172,SEC00056,2024FA,2024-08-09,Registered,3.0,Letter
REG001551,STU00172,SEC00272,2025FA,2025-08-09,Registered,3.0,Audit
REG001552,STU00172,SEC00271,2025FA,2025-07-22,Dropped,0.0,Pass Fail
REG001553,STU00172,SEC00200,2025SU,2025-04-15,Registered,3.0,Pass Fail
REG001554,STU00172,SEC00199,2025SU,2025-04-12,Registered,3.0,Letter
REG001555,STU00172,SEC00128,2025WI,2024-12-24,Registered,3.0,Letter
REG001556,STU00172,SEC00127,2025WI,2024-12-20,Registered,3.0,Letter
REG001557,STU00172,SEC00415,2026SU,2026-04-21,Registered,3.0,Pass Fail
REG001558,STU00172,SEC00416,2026SU,2026-04-30,Registered,3.0,Audit
REG001559,STU00172,SEC00344,2026WI,2025-12-13,Registered,3.0,Pass Fail
REG001560,STU00172,SEC00343,2026WI,2025-12-22,Registered,3.0,Pass Fail
REG001561,STU00173,SEC00057,2024FA,2024-08-13,Registered,3.0,Letter
REG001562,STU00173,SEC00058,2024FA,2024-07-23,Registered,3.0,Audit
REG001563,STU00173,SEC00273,2025FA,2025-08-08,Registered,3.0,Letter
REG001564,STU00173,SEC00274,2025FA,2025-08-10,Dropped,0.0,Audit
REG001565,STU00173,SEC00345,2026WI,2025-12-17,Registered,3.0,Letter
REG001566,STU00173,SEC00346,2026WI,2025-12-16,Registered,3.0,Pass Fail
REG001567,STU00174,SEC00059,2024FA,2024-08-17,Registered,3.0,Letter
REG001568,STU00174,SEC00060,2024FA,2024-07-27,Registered,3.0,Letter
REG001569,STU00174,SEC00275,2025FA,2025-07-22,Registered,3.0,Letter
REG001570,STU00174,SEC00276,2025FA,2025-08-15,Registered,3.0,Audit
REG001571,STU00174,SEC00204,2025SU,2025-04-22,Registered,3.0,Pass Fail
REG001572,STU00174,SEC00203,2025SU,2025-04-28,Registered,3.0,Letter
REG001573,STU00174,SEC00131,2025WI,2025-01-03,Registered,3.0,Audit
REG001574,STU00174,SEC00132,2025WI,2024-12-26,Dropped,0.0,Pass Fail
REG001575,STU00174,SEC00420,2026SU,2026-04-16,Withdrawn,3.0,Audit
REG001576,STU00174,SEC00419,2026SU,2026-04-20,Registered,3.0,Letter
REG001577,STU00174,SEC00348,2026WI,2025-12-17,Registered,3.0,Pass Fail
REG001578,STU00174,SEC00347,2026WI,2025-12-09,Registered,3.0,Pass Fail
REG001579,STU00175,SEC00061,2024FA,2024-08-01,Registered,3.0,Pass Fail
REG001580,STU00175,SEC00062,2024FA,2024-08-03,Registered,3.0,Pass Fail
REG001581,STU00175,SEC00133,2025WI,2024-12-29,Registered,3.0,Audit
REG001582,STU00175,SEC00134,2025WI,2024-12-25,Registered,3.0,Pass Fail
REG001583,STU00175,SEC00421,2026SU,2026-04-13,Registered,3.0,Letter
REG001584,STU00175,SEC00422,2026SU,2026-04-06,Registered,3.0,Letter
REG001585,STU00176,SEC00064,2024FA,2024-07-22,Registered,3.0,Letter
REG001586,STU00176,SEC00063,2024FA,2024-08-01,Registered,3.0,Audit
REG001587,STU00176,SEC00280,2025FA,2025-08-15,Registered,3.0,Pass Fail
REG001588,STU00176,SEC00279,2025FA,2025-07-24,Registered,3.0,Audit
REG001589,STU00176,SEC00207,2025SU,2025-04-25,Registered,3.0,Letter
REG001590,STU00176,SEC00208,2025SU,2025-04-27,Registered,3.0,Pass Fail
REG001591,STU00176,SEC00135,2025WI,2024-12-13,Dropped,0.0,Letter
REG001592,STU00176,SEC00136,2025WI,2025-01-01,Registered,3.0,Audit
REG001593,STU00176,SEC00351,2026WI,2026-01-03,Registered,3.0,Audit
REG001594,STU00176,SEC00352,2026WI,2025-12-22,Registered,3.0,Audit
REG001595,STU00177,SEC00066,2024FA,2024-07-27,Registered,3.0,Pass Fail
REG001596,STU00177,SEC00065,2024FA,2024-08-09,Registered,3.0,Letter
REG001597,STU00177,SEC00210,2025SU,2025-04-23,Registered,3.0,Audit
REG001598,STU00177,SEC00209,2025SU,2025-05-01,Registered,3.0,Pass Fail
REG001599,STU00177,SEC00138,2025WI,2024-12-25,Withdrawn,3.0,Letter
REG001600,STU00177,SEC00137,2025WI,2024-12-10,Registered,3.0,Pass Fail
REG001601,STU00177,SEC00426,2026SU,2026-05-02,Registered,3.0,Audit
REG001602,STU00177,SEC00425,2026SU,2026-04-22,Registered,3.0,Audit
REG001603,STU00177,SEC00354,2026WI,2025-12-17,Registered,3.0,Audit
REG001604,STU00177,SEC00353,2026WI,2025-12-14,Registered,3.0,Pass Fail
REG001605,STU00178,SEC00067,2024FA,2024-07-28,Registered,3.0,Letter
REG001606,STU00178,SEC00068,2024FA,2024-08-04,Registered,3.0,Pass Fail
REG001607,STU00178,SEC00284,2025FA,2025-08-11,Registered,3.0,Pass Fail
REG001608,STU00178,SEC00283,2025FA,2025-08-03,Registered,3.0,Pass Fail
REG001609,STU00178,SEC00211,2025SU,2025-05-03,Registered,3.0,Letter
REG001610,STU00178,SEC00212,2025SU,2025-04-09,Registered,3.0,Letter
REG001611,STU00178,SEC00139,2025WI,2024-12-13,Registered,3.0,Letter
REG001612,STU00178,SEC00140,2025WI,2024-12-13,Registered,3.0,Letter
REG001613,STU00178,SEC00427,2026SU,2026-04-28,Registered,3.0,Pass Fail
REG001614,STU00178,SEC00428,2026SU,2026-04-19,Dropped,0.0,Audit
REG001615,STU00178,SEC00355,2026WI,2025-12-23,Registered,3.0,Audit
REG001616,STU00178,SEC00356,2026WI,2025-12-22,Registered,3.0,Pass Fail
REG001617,STU00179,SEC00069,2024FA,2024-07-30,Registered,3.0,Letter
REG001618,STU00179,SEC00070,2024FA,2024-07-24,Registered,3.0,Audit
REG001619,STU00179,SEC00285,2025FA,2025-08-07,Registered,3.0,Letter
REG001620,STU00179,SEC00286,2025FA,2025-08-09,Registered,3.0,Pass Fail
REG001621,STU00179,SEC00214,2025SU,2025-04-19,Dropped,0.0,Audit
REG001622,STU00179,SEC00213,2025SU,2025-04-17,Registered,3.0,Pass Fail
REG001623,STU00179,SEC00142,2025WI,2024-12-25,Registered,3.0,Letter
REG001624,STU00179,SEC00141,2025WI,2024-12-12,Registered,3.0,Letter
REG001625,STU00179,SEC00357,2026WI,2025-12-18,Withdrawn,3.0,Audit
REG001626,STU00179,SEC00358,2026WI,2025-12-12,Registered,3.0,Pass Fail
REG001627,STU00180,SEC00071,2024FA,2024-07-22,Registered,3.0,Pass Fail
REG001628,STU00180,SEC00072,2024FA,2024-08-15,Registered,3.0,Audit
REG001629,STU00180,SEC00287,2025FA,2025-07-31,Registered,3.0,Audit
REG001630,STU00180,SEC00288,2025FA,2025-07-28,Registered,3.0,Letter
REG001631,STU00180,SEC00143,2025WI,2024-12-22,Registered,3.0,Letter
REG001632,STU00180,SEC00144,2025WI,2024-12-24,Registered,3.0,Audit
REG001633,STU00181,SEC00002,2024FA,2024-07-22,Registered,3.0,Letter
REG001634,STU00181,SEC00001,2024FA,2024-08-11,Registered,3.0,Audit
REG001635,STU00181,SEC00074,2025WI,2024-12-27,Registered,3.0,Pass Fail
REG001636,STU00181,SEC00073,2025WI,2024-12-09,Registered,3.0,Pass Fail
REG001637,STU00181,SEC00362,2026SU,2026-04-18,Registered,3.0,Letter
REG001638,STU00181,SEC00361,2026SU,2026-04-22,Registered,3.0,Letter
REG001639,STU00181,SEC00289,2026WI,2025-12-10,Registered,3.0,Letter
REG001640,STU00181,SEC00290,2026WI,2026-01-04,Registered,3.0,Pass Fail
REG001641,STU00182,SEC00004,2024FA,2024-08-02,Registered,3.0,Audit
REG001642,STU00182,SEC00003,2024FA,2024-08-07,Registered,3.0,Audit
REG001643,STU00182,SEC00220,2025FA,2025-08-03,Registered,3.0,Pass Fail
REG001644,STU00182,SEC00219,2025FA,2025-08-13,Registered,3.0,Letter
REG001645,STU00182,SEC00148,2025SU,2025-05-04,Registered,3.0,Audit
REG001646,STU00182,SEC00147,2025SU,2025-04-20,Registered,3.0,Pass Fail
REG001647,STU00182,SEC00076,2025WI,2024-12-12,Registered,3.0,Audit
REG001648,STU00182,SEC00075,2025WI,2024-12-31,Registered,3.0,Letter
REG001649,STU00182,SEC00364,2026SU,2026-04-26,Withdrawn,3.0,Audit
REG001650,STU00182,SEC00363,2026SU,2026-05-01,Registered,3.0,Letter
REG001651,STU00182,SEC00291,2026WI,2025-12-12,Registered,3.0,Pass Fail
REG001652,STU00182,SEC00292,2026WI,2025-12-21,Registered,3.0,Letter
REG001653,STU00183,SEC00005,2024FA,2024-08-18,Registered,3.0,Letter
REG001654,STU00183,SEC00006,2024FA,2024-07-26,Registered,3.0,Audit
REG001655,STU00183,SEC00221,2025FA,2025-08-01,Registered,3.0,Pass Fail
REG001656,STU00183,SEC00222,2025FA,2025-08-14,Registered,3.0,Audit
REG001657,STU00183,SEC00150,2025SU,2025-05-04,Dropped,0.0,Letter
REG001658,STU00183,SEC00149,2025SU,2025-04-24,Registered,3.0,Letter
REG001659,STU00183,SEC00366,2026SU,2026-04-14,Dropped,0.0,Letter
REG001660,STU00183,SEC00365,2026SU,2026-04-06,Registered,3.0,Audit
REG001661,STU00184,SEC00008,2024FA,2024-08-11,Registered,3.0,Letter
REG001662,STU00184,SEC00007,2024FA,2024-08-14,Registered,3.0,Audit
REG001663,STU00184,SEC00224,2025FA,2025-08-04,Registered,3.0,Pass Fail
REG001664,STU00184,SEC00223,2025FA,2025-07-23,Registered,3.0,Pass Fail
REG001665,STU00184,SEC00152,2025SU,2025-04-26,Registered,3.0,Pass Fail
REG001666,STU00184,SEC00151,2025SU,2025-04-12,Registered,3.0,Audit
REG001667,STU00184,SEC00368,2026SU,2026-04-17,Registered,3.0,Pass Fail
REG001668,STU00184,SEC00367,2026SU,2026-05-02,Registered,3.0,Audit
REG001669,STU00184,SEC00296,2026WI,2025-12-24,Registered,3.0,Letter
REG001670,STU00184,SEC00295,2026WI,2025-12-19,Registered,3.0,Pass Fail
REG001671,STU00185,SEC00226,2025FA,2025-08-06,Registered,3.0,Pass Fail
REG001672,STU00185,SEC00225,2025FA,2025-08-14,Registered,3.0,Letter
REG001673,STU00185,SEC00153,2025SU,2025-05-01,Registered,3.0,Letter
REG001674,STU00185,SEC00154,2025SU,2025-04-23,Registered,3.0,Letter
REG001675,STU00185,SEC00081,2025WI,2024-12-22,Withdrawn,3.0,Audit
REG001676,STU00185,SEC00082,2025WI,2024-12-10,Registered,3.0,Pass Fail
REG001677,STU00185,SEC00297,2026WI,2025-12-17,Registered,3.0,Audit
REG001678,STU00185,SEC00298,2026WI,2026-01-04,Registered,3.0,Audit
REG001679,STU00186,SEC00012,2024FA,2024-07-25,Registered,3.0,Pass Fail
REG001680,STU00186,SEC00011,2024FA,2024-07-30,Registered,3.0,Letter
REG001681,STU00186,SEC00228,2025FA,2025-08-15,Registered,3.0,Audit
REG001682,STU00186,SEC00227,2025FA,2025-07-21,Registered,3.0,Audit
REG001683,STU00186,SEC00155,2025SU,2025-04-12,Registered,3.0,Audit
REG001684,STU00186,SEC00156,2025SU,2025-04-16,Registered,3.0,Letter
REG001685,STU00186,SEC00083,2025WI,2024-12-13,Registered,3.0,Pass Fail
REG001686,STU00186,SEC00084,2025WI,2024-12-22,Registered,3.0,Letter
REG001687,STU00186,SEC00371,2026SU,2026-04-24,Registered,3.0,Letter
REG001688,STU00186,SEC00372,2026SU,2026-04-13,Registered,3.0,Audit
REG001689,STU00186,SEC00300,2026WI,2025-12-19,Registered,3.0,Audit
REG001690,STU00186,SEC00299,2026WI,2025-12-08,Registered,3.0,Audit
